% Sierra SPYHIS Output Mon Dec 23 11:57:07 2024
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
 1.22515e-02,  2.10578e-16, -2.23440e-16,  3.50831e-16,  4.01287e-12, -4.54214e-13, -8.78583e-13, -8.59126e-08,  1.34096e-07,  9.04832e-08, -2.40067e-17,  5.85250e-18,  3.24348e-01, -4.17834e-15, -2.09344e-15,  4.00000e+01, -3.62666e-10, -8.79611e-10,  0.00000e+00
 1.25005e-02,  2.25190e-16, -1.97149e-16,  2.93316e-16, -1.49498e-12,  1.31203e-13, -5.73730e-13, -1.28199e-07,  7.67638e-08,  5.05764e-08, -2.33387e-17,  3.84353e-18,  3.34307e-01,  7.60211e-15,  1.07823e-16,  4.00000e+01,  1.41375e-09, -4.21500e-10,  0.00000e+00
 1.27515e-02,  1.35032e-16, -1.83184e-16,  2.54960e-16, -4.97587e-12, -2.65960e-13, -1.53061e-12, -6.56359e-09,  2.12818e-08,  5.25072e-09, -2.39778e-17,  2.14864e-18,  3.44345e-01,  1.39986e-15,  1.00288e-14,  4.00000e+01, -6.29077e-10,  5.14517e-09,  0.00000e+00
 1.30008e-02,  1.02989e-16, -3.07311e-16,  1.58611e-16, -2.09975e-12, -4.51737e-13, -5.11402e-13,  1.06364e-07,  1.13945e-07,  5.16673e-08, -2.33509e-17,  1.64338e-18,  3.54317e-01,  5.88847e-16, -2.39393e-15,  4.00000e+01,  9.68955e-10, -1.66240e-09,  0.00000e+00
 1.32501e-02,  8.00567e-17, -2.37744e-16,  2.00994e-16, -4.87342e-13,  2.29609e-12,  2.00552e-12,  1.01489e-07, -1.39032e-08, -3.49591e-08, -2.31579e-17,  1.55574e-19,  3.64292e-01,  1.46870e-14,  1.01217e-14,  4.00000e+01, -1.62882e-09,  3.81794e-09,  0.00000e+00
 1.35013e-02,  1.58814e-16, -1.92427e-16,  3.16304e-16,  5.02289e-13,  5.17515e-13,  4.51247e-12, -4.02636e-08, -1.52309e-07, -2.49895e-07, -2.29489e-17, -4.71183e-19,  3.74339e-01,  2.13734e-15, -1.12766e-14,  4.00000e+01, -1.61447e-09, -3.25414e-10,  0.00000e+00
 1.37509e-02,  1.92550e-16, -2.54127e-16,  4.40382e-16,  2.56086e-12, -1.41300e-12,  2.77296e-13, -4.63971e-08, -8.02030e-08,  1.37359e-07, -2.21016e-17, -1.26189e-18,  3.84322e-01,  5.14111e-15,  1.79724e-14,  4.00000e+01, -6.95933e-10, -1.23629e-10,  0.00000e+00
 1.40007e-02,  2.82637e-16, -2.47391e-16,  2.95527e-16,  1.05923e-12, -2.60878e-12,  1.78072e-12, -2.28972e-07, -1.03168e-07,  3.38106e-08, -2.19792e-17, -1.94663e-18,  3.94314e-01, -3.05551e-15,  2.98378e-15,  4.00000e+01,  2.80607e-09, -1.66182e-10,  0.00000e+00
 1.42506e-02,  1.86221e-16, -2.71946e-16,  2.73346e-16, -1.66008e-12, -3.71854e-12, -5.05146e-14,  2.53911e-08, -1.02470e-07, -8.45133e-08, -2.19295e-17, -2.88308e-18,  4.04312e-01,  1.33247e-15,  7.81821e-15,  4.00000e+01, -1.36914e-09,  7.66896e-10,  0.00000e+00
 1.45008e-02,  1.05417e-16, -4.18015e-16,  1.66745e-16,  5.49441e-13, -6.77151e-13, -1.48968e-13,  1.24630e-07,  1.33242e-07, -6.02060e-08, -2.22802e-17, -3.31330e-18,  4.14318e-01,  1.57728e-14,  4.05342e-15,  4.00000e+01,  1.79839e-09,  9.13906e-10,  0.00000e+00
